title,price,ratings,stars,shipping+tax,brand,series,screenSize,color,hard_disk_size,cpu_model,ram,OS,card_description,graphics_coprocessor
"ASUS TUF (2019) Gaming Laptop, 15.6” Full HD IPS-Type, AMD Ryzen 7 R7-3750H, GeForce RTX 2060, 16GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505DV-PB74",,269 ratings,4.2 out of 5 stars,,ASUS,TUF FX505DV,15.6 Inches,,512 GB,AMD Ryzen 7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 2060
"GIGABYTE G5 GD - 15.6"" FHD IPS Anti-Glare 144Hz, Intel Core i5, NVIDIA GeForce RTX 3050 GPU 4GB GDDR6, 16GB Memory, 512GB SSD, Win11 Home Gaming Laptop (G5 GD-51US123SO)",,211 ratings,4.5 out of 5 stars,,GIGABYTE,G5 GD-51US123SO,15.6 Inches,Black,512 GB,Intel Mobile CPU,16 GB,Windows 11 Home,Dedicated,
"EPOS GSX 1000 2nd Edition Dac Amp Audio Amplifier/External USB Sound Card with 7.1 Surround Sound, Side Tone, Gaming DAC and EQ, Headphone Amp Compatible with Windows, Mac, Laptops and Desktops",$199.00,43 ratings,3.9 out of 5 stars, $435.73 Shipping & Import Fees Deposit to Bangladesh ,EPOS,,,,,,,,,
"GIGABYTE AERO 17 YE5: 17.3"" 4K/UHD miniLED 120Hz, Intel Core i7-12700H, NVIDIA GeForce RTX 3080 Ti Laptop GPU 16GB GDDR6, 32GB DDR5 RAM, 2TB SSD, Win11 Pro (AERO 17 YE5-74US748HP)","$2,309.97",,,,GIGABYTE,AERO 17 YE5-74US748HP,17.3 Inches,Silver,,Core i7,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3080
"ROG Zephyrus M Thin and Portable Gaming Laptop, 15.6” 240Hz FHD IPS, NVIDIA GeForce RTX 2070, Intel Core i7-9750H, 16GB DDR4 RAM, 1TB PCIe SSD, Per-key RGB, Windows 10 Home, GU502GW-AH76","$1,990.16",442 ratings,4.2 out of 5 stars," $2,679.00 Shipping & Import Fees Deposit to Bangladesh ",ASUS,ROG Zephyrus M GU502GW,15.6 Inches,Black,1 TB,Core i7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 2070 Max-Q
"Lenovo IdeaPad Gaming 3-15IMH05 81Y4002NUS 15.6"" Gaming Notebook - Full HD - 1920 x 1080 - Intel Core i5 10th Gen i5-10300H Quad/ 4 Core) 2.50 GHz - 8 GB RAM - 256 GB SSD - Onyx Black",$635.00,52 ratings,4.4 out of 5 stars, $930.35 Shipping & Import Fees Deposit to Bangladesh ,Lenovo,IdeaPad Gaming 3-15IMH05,15.6 Inches,Onyx Black,256 GB,Core i5 Family,8 GB,Windows 10 Home,GeForce GTX 1650,NVIDIA GeForce GTX 1650
"2022 MSI Sword 15.6"" Gaming Laptop, 144Hz IPS Level FHD, Intel Core i7-12650H 10-Core, 16GB DDR4, 1TB NVMe SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Backlit Keyboard, Windows 10 w/ 32GB USB",,,,,MSI,Sword Thin,15.6 Inches,White,1 TB,Core i7 Family,16 GB,Windows 10,Dedicated,
"HP OMEN 17-inch Laptop, Intel Core i7-12700H, NVIDIA GeForce RTX 3060, 16 GB RAM, 512 GB SSD, Windows 11 Home (17-ck1010nr, Shadow Black Aluminum)",,11 ratings,4.5 out of 5 stars,,HP,OMEN by HP Laptop 17-ck1010nr,17.3 Inches,Shadow black aluminum,512 GB,Core i7,16 GB,Windows 11 Home,Dedicated,
"Acer Nitro 5 AN515-58-57Y8 Laptop | Intel i5-12500H | GeForce RTX 3050 Ti | 15.6"" FHD IPS | 16GB DDR4 | 512GB SSD | Killer Wi-Fi 6 with Predator Connect W6 Wi-Fi 6E Gaming Router | Tri-Band AXE7800",,,,,,,,,,,,,,
"Dell 2023 G16 16"" QHD+ 165Hz Gaming Laptop PC 12th Intel 14-Core i7-12700H NVIDIA RTX 3050 Ti 4GB GDDR6 64GB DDR5 2TB NVMe SSD HDMI RJ45 WiFi AX Thunderbolt 4 RGB Backlit KB w/ G-Key Windows 11 Pro",,,,,Dell,G16 7620,16 Inches,Obsidian Black,2 TB,Core i7 Family,64 GB,Windows 11 Pro,Dedicated,
Crucial RAM 32GB DDR5 4800MHz CL40 Laptop Memory CT32G48C40S5,$121.99,734 ratings,4.8 out of 5 stars, $41.75 Shipping & Import Fees Deposit to Bangladesh ,Crucial,,,,,,,,,
"Cat 8 Ethernet Cable 6ft, Gigabit High Speed 40Gbps Braided 26AWG Heavy Duty Internet LAN Cable, Shielded Cat8 SFTP RJ45 Network Patch Cord, 4X Faster Than Cat 7/6/6a/6e/5e/5 for Gaming",$10.99,25 ratings,4.7 out of 5 stars, $193.81 Shipping & Import Fees Deposit to Bangladesh ,TechDuck,,,,,,,,,
"Alienware m15 R7 Gaming Laptop - 15.6-inch QHD 240Hz 2ms Display, Intel Core i7-12700H, 16GB RAM, 512GB SSD, NVIDIA GeForce RTX 3060 6GB GDDR6, Bluetooth, HDMI, Wi-Fi 6, USB-C, Windows 11 Home - Black",,120 ratings,4.0 out of 5 stars,,Alienware,Alienware m15 R7,15.6 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 11 Home,RTX 3060,NVIDIA GeForce RTX 3060
"GIGABYTE AORUS 15 XE4 15.6"" QHD 165Hz Gaming Notebook Computer, Intel Core i7-12700H 2.3GHz, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070 Ti 8GB, Windows 11 Home, Black","$1,737.36",38 ratings,3.9 out of 5 stars,,GIGABYTE,AORUS 15 XE4-73USB14SH,15,Black,1 TB,Intel Mobile CPU,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070
ASUS 2022 TUF FX706 Gaming Laptop 17.3” 144Hz FHD IPS Display Intel 6-Core i5-11260H 16GB DDR4 512GB NVMe SSD NVIDIA GeForce RTX 3050 4GB GDDR6 WiFi AX BT 5.2 RJ45 USB-C Backlit Windows 11 w/USB,,6 ratings,4.7 out of 5 stars,,ASUS,FX706,17.3 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3050
"2022 MSI Stealth GS77 12UGS-084 (i9-12900H, 32GB RAM, 2TB NVMe SSD, RTX 3070Ti 8GB, 17.3"" QHD 240Hz, Windows 11 Pro) Gaming Laptop","$2,999.00",4 ratings,4.8 out of 5 stars,,EXCaliberPC,Stealth GS77 12UGS,17.3 Inches,32GB RAM,2 TB,Intel Core i9,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3070 Ti
"Zenbook Pro 14 Duo OLED 14.5” 2.8K OLED Touch, 120Hz Refresh Rate, ScreenPad Plus, Intel Evo Platform, i7-12700H CPU, 32GB RAM, 1TB SSD, Windows 11 Home, Tech Black, UX8402ZA-DB76T","$1,949.99",30 ratings,3.8 out of 5 stars," $2,624.49 Shipping & Import Fees Deposit to Bangladesh ",ASUS,Zenbook Pro 14,14.5 Inches,Black,1 TB,Intel Core i7,32 GB,Windows 11 Home,Intel Iris Xᵉ,
Razer Blade 15 Gaming Laptop: NVIDIA GeForce RTX 3070 - 11th Gen Intel 8-Core i7 CPU - 15.6” QHD 240Hz - 16GB RAM - 1TB SSD - Windows 11 - CNC Aluminum - Chroma RGB - THX Spatial Audio,"$2,623.30",26 ratings,4.6 out of 5 stars," $3,486.96 Shipping & Import Fees Deposit to Bangladesh ",Razer,Blade 15,15 Inches,Classic Black,1 TB,Core i7,16 GB,Windows 11 Home,RTX 3070,
"ASUS TUF Gaming F17 Gaming Laptop, 17.3” 144Hz FHD IPS-Type Display, Intel Core i5-10300H, GeForce GTX 1650 Ti, 8GB DDR4, 512GB PCIe SSD, RGB Keyboard, Windows 10, Bonfire Black, FX706LI-ES53",,674 ratings,4.6 out of 5 stars,,ASUS,ASUS TUF Gaming F17,17.3 Inches,Bonfire Black,512 GB,Core i5,8 GB,Windows 10 Home,GTX 1650 Ti,NVIDIA GeForce GTX 1650 Ti
"EXCaliberPC 2022 MSI Raider GE67Hx 12UGS-070 (i7-12800HX, 16GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 15.6"" QHD 240Hz, Windows 11) Gaming Laptop","$1,999.00",,,,EXCaliberPC,Raider GE67Hx 12UGS,15.6 Inches,16GB RAM,,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070 Ti
"Dell Inspiron 15 3000 Series 3520 Laptop, 15.6"" FHD Touchscreen, 12th Gen Intel Core i7-1255U, 16GB RAM, 1TB PCIe SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Black",,7 ratings,4.2 out of 5 stars,,Dell,Inspiron,15.6 Inches,Black,1 TB,Core i7 Family,16 GB,Windows 11 Home,Integrated,Intel Iris Xe Graphics
"Cat 8 Ethernet Cable 3ft, Gigabit High Speed 40Gbps Braided 26AWG Heavy Duty Internet LAN Cable, Shielded Cat8 SFTP RJ45 Network Patch Cord, 4X Faster Than Cat 7/6/6a/6e/5e/5 for Gaming",$9.99,25 ratings,4.7 out of 5 stars, $188.48 Shipping & Import Fees Deposit to Bangladesh ,TechDuck,,,,,,,,,
"[2021 Version]ASUS Vivobook Laptop L210 11.6” ultra thin, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC storage, Windows 10 Home in S mode with One Year of Office 365 Personal, L210MA-DB01",$182.61,"8,017 ratings",4.3 out of 5 stars, $323.42 Shipping & Import Fees Deposit to Bangladesh ,ASUS,ASUS L210,11.6 Inches,Black,64 GB,Celeron N4020,4 GB,Windows 10 S,Integrated,Intel UHD Graphics 600
"MSI Creator Z16 Professional Laptop: 16"" QHD+ 16:10 120Hz Touch Display, Intel Core i9-11900H, NVIDIA GeForce RTX 3060, 32GB RAM, 2TB NVME SSD, Thunderbolt 4, Win10 PRO, Lunar Gray (A11UET-043)","$2,841.16",67 ratings,4.0 out of 5 stars," $3,769.33 Shipping & Import Fees Deposit to Bangladesh ",MSI,Creator Z16 A11UET-043,16 Inches,Black,2 TB,Core i9,32 GB,Windows 10 Pro,Dedicated,NVIDIA GeForce RTX 3060
"EXCaliberPC 2022 MSI Titan GT77 12UGS-009 (i7-12800HX, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 17.3"" 4K UHD, Windows 11 Pro) Gaming Laptop","$2,599.00",2 ratings,5.0 out of 5 stars,,EXCaliberPC,Titan GT77 12UGS,17.3 Inches,32GB RAM,,Core i7,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3070 Ti
"Acer Predator Helios 300 Gaming Laptop PC, 15.6"" Full HD 144Hz 3ms IPS Display, Intel i7-9750H, GeForce GTX 1660 Ti 6GB, 16GB DDR4, 256GB NVMe SSD, Backlit Keyboard, PH315-52-78VL",,"2,958 ratings",4.5 out of 5 stars,,Acer,PH315-52-78VL,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1660Ti
"2022 Acer AN515 Nitro 5 Gaming Laptop 15.6"" FHD 144 Hz IPS 8-Core 11th Intel Core i7-10800H 4GB NVIDIA RTX 3050 Ti 32GB DDR4 1TB NVMe SSD Wi-Fi 6 Backlit Keyboard Windows 11 w/ RATZK 32GB USB",,1 rating,5.0 out of 5 stars,,Acer,AN515-57,15.6 Inches,Obsidian Black,1 TB,Core i7 Family,32 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3050 Ti
"MSI Vector GP66 15.6"" QHD 165Hz Gaming Laptop Intel Core i9-12900H RTX3080TI 32GB 1TB NVMe SSD Win11 - Black (12UHSO-673)","$2,413.51",2 ratings,4.1 out of 5 stars,,MSI,Vector GP66 12UHSO-673,15.6 Inches,Black,1 TB,Core i9,32 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3080 Ti
"EXCaliberPC 2023 MSI Katana 15 B12VGK-082US (i7-12650H, 64GB RAM, 1TB NVMe SSD, RTX 4070 8GB, 15.6"" 144Hz FHD, Windows 11) Gaming Laptop","$2,099.00",,,,EXCaliberPC,Katana 15 B12VGK,15.6 Inches,64GB RAM,,Core i7,64 GB,Windows 11 Home,,
"MSI GF75 Thin 17.3"" Gaming Laptop Core i7-10750H 16GB RAM 512GB SSD 144Hz GTX 1660 Ti 6GB - 10th Gen i7-10750H Hexa-core - NVIDIA GeForce GTX 1660 Ti 6GB - 144 Hz Refresh Rate - Up to 5 GHz CPU S",,35 ratings,4.4 out of 5 stars,,MSI,GF75,17.3 Inches,,512 GB,Core i7,16 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1660Ti
"Alienware m17 R3 17.3 inch FHD Gaming Laptop (Luna Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 1TB SSD, Nvidia Geforce RTX 2070 8GB GDDR6, Windows 10 Home",,271 ratings,4.4 out of 5 stars,,Dell,AWm17-7296WHT-PUS,17.3 Inches,lunar light,1 TB,Corei7-10750H,16 GB,Windows 10 Home,NVIDIA RTX 2070,2070 SUPER™ 8GB GDDR6
Lenovo - IdeaPad L340 15 Gaming Laptop - Intel Core i5 - 8GB Memory - NVIDIA GeForce GTX 1650 - 256GB Solid State Drive - Black,,419 ratings,4.4 out of 5 stars,,Lenovo,Lenovo Ideapad,15.6 Inches,Black,256 GB,Core i5 Family,8 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1650
"ASUS ROG Zephyrus S15 Gaming Laptop, 300Hz 15.6"" FHD 3ms IPS Level, Intel Core i7-10875H, NVIDIA GeForce RTX 2080 Super, 32GB DDR4, 1TB RAID 0 SSD, Wi-Fi 6, Per-Key RGB, Windows 10 Pro, GX502LXS-XS79","$2,991.91",58 ratings,3.9 out of 5 stars," $3,973.09 Shipping & Import Fees Deposit to Bangladesh ",ASUS,GX502LXS-XS79,15.6 Inches,Brushed Black,,Intel Core i7,32 GB,Windows 10 Pro,RTX 2080 Super,NVIDIA GeForce RTX 2080 SUPER Max-Q 8GB GDDR6
"Acer Predator Helios 300 Gaming Laptop PC, 15.6"" FHD IPS w/ 144Hz Refresh, Intel i7-8750H, GTX 1060 6GB, 16GB DDR4, 256GB NVMe SSD, Aeroblade Metal Fans PH315-51-78NP",,"2,228 ratings",4.3 out of 5 stars,,Acer,Acer Predator Series,15.6 Inches,Black,256 GB,Core i7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1060
"ASUS BR1100 Laptop, 11.6"" HD Anti-Glare Touchscreen Display, Intel Celeron N4500, 4GB RAM, 64GB Storage, MIL-STD 810H Durability, TPM 2.0, Windows 10 Pro, Dark Grey, Stylus Included, BR1100FKA-502YT",$324.31,142 ratings,4.4 out of 5 stars, $515.80 Shipping & Import Fees Deposit to Bangladesh ,ASUS,ASUS BR1100,11.6 Inches,Dark Grey,64 GB,Celeron,4 GB,Windows 10 Pro,Integrated,
"ASUS VivoBook L203MA Ultra-Thin Laptop, Intel Celeron N4000 Processor, 4GB LPDDR4, 64GB eMMC, 11.6” HD, USB-C, Windows 10 in S Mode (Switchable to Pro), L203MA-DS04, One Year of Microsoft Office 365",$249.99,"6,394 ratings",4.3 out of 5 stars, $407.32 Shipping & Import Fees Deposit to Bangladesh ,Carlisle Paddles,ASUS VivoBook L203,11.6 Inches,Black,64 GB,Celeron N4000,4 GB,Windows 10 S Mode,Integrated,Intel UHD Graphics 600
"MSI Raider GE66 15.6"" UHD 4K 120Hz Gaming Laptop: Intel Core i9-12900HK RTX 3080 Ti 32GB DDR5 1TB NVMe SSD, USB-Type C, Thunderbolt 4, Cooler Boost 5, Win11 Home: Titanium Blue 12UHS-235",,10 ratings,3.8 out of 5 stars,,MSI,Raider GE66 12UHS-235,15.6 Inches,Titanium Blue,1 TB,Core i9,32 GB,Windows 11 Home,RTX 3080Ti,
"MSI Rainbow 6 Special EdiTion Crosshair15 15.6"" QHD 165Hz Gaming Laptop: Intel Core i7-12700H RTX 3070 16GB 1TB NVMe SSD, Type-C USB 3.2, Cooler Boost 5, Win11 Home: Multi-Color Gradient B12UGZ-050","$1,509.46",10 ratings,4.0 out of 5 stars,,MSI,Crosshair 15 R6E B12UGZ-050,15.6 Inches,Rainbow 6,1 TB,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070
"MSI GE66210 GE66 Raider 15.6"" 300Hz 3ms Gaming Laptop Intel Core i7-10870H RTX3080 32GB 1TB NVMe SSD Win10 VR Ready",,60 ratings,4.0 out of 5 stars,,MSI,GE66210,15.6 Inches,Titanium Blue,32 GB,Core i7,32 GB,Windows 10 Home,Integrated,NVIDIA GeForce RTX 3080
"Dell Alienware X17 R1 Gaming Laptop (2021) | 17.3"" FHD | Core i9 - 2TB SSD - 32GB RAM - RTX 3080 | 8 Cores @ 5 GHz - 11th Gen CPU - 10GB GDDR6X Win 10 Home",,1 rating,5.0 out of 5 stars,,Dell,Alienware X17 R1 Laptop,17.3 Inches,Lunar Light,2000 GB,Core i9,32 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 3080
"2022 Dell G15 Gaming Laptop 15.6"" FHD 120 Hz Display 14-Core 12th Intel Core i7-12700H NVIDIA RTX 3060 6GB GDDR6 32GB DDR5 1TB NVMe SSD Thunderbolt 4 Wi-Fi 6 Backlit Keyboard w/ G-Key Windows 11 Pro",,6 ratings,4.6 out of 5 stars,,Dell,G15 5520,15.6 Inches,Dark Shadow Grey,1 TB,Core i7 Family,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3060
"Lenovo Legion Y540 15.6"" Gaming Laptop 144Hz i7-9750H 16GB RAM 256GB SSD GTX 1660Ti 6GB - 9th Gen i7-9750H Hexa-Core - 144Hz Refresh Rate - NVIDIA GeForce GTX 1660Ti 6GB GDDR6 - Legion Ultimate S",,102 ratings,4.6 out of 5 stars,,Lenovo,Legion Y540,15.6 Inches,Black,256 GB,Intel Core i7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1660Ti
"ASUS ROG Strix Scar 15 Gaming Laptop, 240Hz 15.6"" FHD 3ms IPS, Intel Core i7-10875H CPU, NVIDIA GeForce RTX 2070 Super, 16GB DDR4, 1TB PCIe SSD, Per-Key RGB, Wi-Fi 6, Windows 10, G532LWS-DS76","$2,090.74",128 ratings,4.3 out of 5 stars," $2,816.12 Shipping & Import Fees Deposit to Bangladesh ",ASUS,ROG Strix Scar 15,15.6 Inches,Black,1 TB,Core i7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 2070
ASUS G751JY 17-Inch Gaming Laptop [2014 model],,298 ratings,4.1 out of 5 stars,,ASUS,ROG G751JY,17 Inches,Black,256 GB,Core i7,4 GB,Windows 8,Dedicated,NVIDIA GeForce GTX 980M
2022 Acer Predator Helios 300 Gaming Laptop 15.6 FHD 144 Hz IPS 11th Intel Core i7-11800H NVIDIA RTX 3060 6GB GDDR6 64GB Obsidian Black 64GB DDR4 | 2TB SSD PH315-54 PH315-54,"$1,949.00",3 ratings,5.0 out of 5 stars,,Acer,PH315-54,15.6 Inches,Obsidian Black,2 TB,Core I7 11800H,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3060
"2022 HP Omen 17.3"" 165 Hz IPS QHD Gaming Laptop Intel i7-12800HX 16-Core 16GB DDR5 1TB NVMe SSD NVIDIA GeForce RTX 3070 Ti 8GB RGB Backlit KB Thunderbolt 4 WiFi 6E Windows 10 Pro w/ RATZK 32GB USB","$2,249.00",4 ratings,3.9 out of 5 stars,,HP,17T-CK100,17.3 Inches,Shadow Black,1 TB,Core i7 Family,16 GB,Windows 10 Pro,Dedicated,
"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14” FHD Touch Display, AMD Ryzen 7 5700U, 8GB RAM, 512GB SSD, Stylus, Windows 10 Home, Fingerprint Reader, Bespoke Black, TM420UA-DS71T",$635.99,210 ratings,4.4 out of 5 stars, $914.62 Shipping & Import Fees Deposit to Bangladesh ,ASUS,TM420UA-DS71T,14,Bespoke Black,512 GB,Ryzen 7,8 GB,Windows 10 Home,Windows 10,AMD Radeon™ Graphics
"MSI Raider GE77HX 17.3"" FHD 360Hz Gaming Laptop Intel Core i7-12800HX RTX3080TI 16GBDDR5 1TB NVMe SSD Win11 - Dark Grey (12UHS-074)",,3 ratings,5.0 out of 5 stars,,MSI,Raider GE77HX 12UHS-074,17.3 Inches,Gray,1 TB,Core i7,16 GB,Windows 11,Dedicated,
"MSI Sword 17 17.3"" 144Hz FHD Gaming Laptop Intel Core i7-11800H RTX3050TI 16GB 512GBNVMe SSD Win11 - White (A11UD-642)",,,,,MSI,Sword 17 A11UD-642,17.3 Inches,White,512 GB,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3050 Ti
"ASUS BR1100 Laptop, 11.6"" HD Anti-Glare Display, 180 Degree, Celeron N4500, 4GB, 64GB SSD, MIL-STD 810H Durability, Tamper/Spill-Resistant Keyboard, TPM 2.0, Windows 10 Pro, Dark Grey, BR1100CKA-502Y",$148.00,60 ratings,4.2 out of 5 stars, $287.20 Shipping & Import Fees Deposit to Bangladesh ,ASUS,ASUS BR1100,11.6 Inches,Dark Grey,64 GB,Celeron,4 GB,Windows 10 Pro,Integrated,
"HP 14 Laptop, AMD Ryzen 5 5500U, 8 GB RAM, 256 GB SSD Storage, 14-inch Full HD Display, Windows 11 Home, Thin & Portable, Micro-edge & Anti-glare Screen, Long Battery Life (14-fq1025nr, 2021)",,"1,066 ratings",4.5 out of 5 stars,,HP,14-fq1025nr,14 Inches,Natural Silver,256 GB,AMD Ryzen 5 5500U,8 GB,Windows 11 Home,Integrated,
"Acer 2022 Nitro 5 Gaming Laptop, 15.6 inch FHD 144Hz IPS Display, AMD Ryzen 5 5600H(up to 4.2GHz), Nvidia GeForce RTX 3060, 8GB DDR4 RAM, 512GB PCle NVMe SSD, Windows 11 Home, Cefesfy",,4 ratings,4.4 out of 5 stars,,Acer,Acer Nitro 5,15.6 Inches,,512 GB,Ryzen 5 5600H,8 GB,Windows 11 Home,Dedicated,
"2022 HP Victus 15.6"" FHD IPS 144 Hz Gaming Laptop 12th Intel i7-12650H 10-Core Nvidia RTX 3050 Ti 4GB 16GB DDR4 1TB NVMe SSD WiFi 6 RJ-45 Backlit Keyboard Windows 10 Home w/ RATZK 32GB USB",,3 ratings,4.6 out of 5 stars,,HP,VICTUS 15,15.6 Inches,Mica Silver,1 TB,Core i7 Family,16 GB,Windows 10 Home,Dedicated,
"MSI 2022 GL76 Pulse 17.3"" 144 Hz FHD Gaming Laptop 12th Intel i7-12700H 14-Core 64GB DDR4 2TB NVMe SSD NVIDIA GeForce RTX 3050 Ti 4GB RGB Backlit KB DTS Audio Windows 10 Pro WiFi 6 w/ RATZK 32GB USB",,,,,MSI,GL76-12UDK,17.3 Inches,Core Black,2 TB,Core i7 Family,64 GB,Windows 10 Pro,Dedicated,
"ASUS ROG Zephyrus 16.0"" 165Hz WQXGA IPS Gaming Laptop (Intel i9-12900H 14-Core, 16GB DDR5 4800MHz RAM, 1TB SSD, RTX 3070 Ti 8GB GDDR6, RGB Backlit KYB, WiFi 6, (2560x1600), WiFi, Win11Home) w/Hub",,,,,ASUS,ROG Zephyrus GU603,16 Inches,,1 TB,Core i9,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070 Ti
"MSI Katana GF66 15.6"" 144Hz 3ms FHD Gaming Laptop Intel Core i7-11800H RTX3060 16GB 1TBNVMe SSD Win10 - Black (11UE-031)","$1,283.95",,," $1,774.11 Shipping & Import Fees Deposit to Bangladesh ",MSI,Katana GF66 11UE-031,15.6 Inches,Black,,Core i7,16 GB,Windows 10,Dedicated,NVIDIA GeForce RTX 3060
"Lenovo Legion 5 Pro 16"" 165Hz WQXGA IPS NVIDIA G-Sync 500 nits AMD Ryzen 7-6800H 16GB DDR5 RAM 1TB SSD RTX 3070 Ti 8GB GDDR6 TGP 140W Gaming Laptop",,10 ratings,4.7 out of 5 stars,,Lenovo,Legion 5 Pro,16 Inches,16 GB RAM | 1TB PCIe SSD,1 TB,Ryzen 7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070 Ti
"MSI 2022 GF76 Katana 17.3"" 144 Hz FHD Gaming Laptop 12th Intel i7-12700H 14-Core 64GB DDR4 2TB NVMe SSD NVIDIA GeForce RTX 3060 6GB Backlit Keyboard DTS Audio Windows 11 Home WiFi 6 w/RATZK 32GB USB","$1,899.00",,,,MSI,GF76 12UE,17.3 Inches,Core Black,2 TB,Core i7 Family,64 GB,Windows 11,Dedicated,
"Dell 2022 Newest Inspiron 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 16GB DDR4 RAM, 512GB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",,78 ratings,3.9 out of 5 stars,,Dell,Inspiron,15.6 Inches,Black,512 GB,Core i5 Family,16 GB,Windows 11 Home,Integrated,Intel Iris Xe Graphics
"HP Pavilion 15 Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16 GB RAM, 512 GB SSD Storage, Full HD IPS micro-edge Display, Windows 10 Pro, Compact Design, Long Battery Life (15-eg0021nr, 2020)",,"1,011 ratings",4.5 out of 5 stars,,HP,HP Pavilion 15 Laptop,15.6 Inches,Natural Silver,512 GB,Core i7,16 GB,Windows 10 Pro,Integrated,Intel Iris
"MSI GF65 Thin 9SD-252 15. 6"" 120Hz Gaming Laptop Intel Core i7-9750H GTX1660Ti 8GB 512GB SSD Win10",$839.58,181 ratings,4.5 out of 5 stars,,MSI,GF65 THIN 9SD-252,15.6,Black,,Core i7 Family,8 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 3050 Ti
"2022 HP Victus Gaming Laptop | 15.6"" FHD 144 Hz | Intel 8-Core i5-12450H | NVIDIA GTX 1650 | 32GB DDR4 1TB M.2 SSD | WiFi 6 | Type-C | HDMI | RJ45 | Backlit Keyboard | Windows 11 Pro",,1 rating,5.0 out of 5 stars,,HP,VICTUS,15.6 Inches,Mica Silver,1 TB,Core i5 Family,32 GB,Windows 11 Pro,Dedicated,NVIDIA GTX 1650 4GB
"Lenovo IdeaPad Gaming 3 15.6"" 120Hz Gaming Laptop AMD Ryzen 5-5600H 8GB RAM 512GB SSD RTX 3050 4GB GDDR6 Shadow Black",,14 ratings,4.6 out of 5 stars,,Lenovo,Lenovo Ideapad,15.6 Inches,Black,512 GB,Ryzen 5 5600H,8 GB,Windows 10 Home,Dedicated,
"Alienware M15 R5 Gaming Laptop, 15.6 inch FHD 360Hz 1ms Display, AMD Ryzen R9 5900HX (Beats Core i7-11800H), 32GB DDR4 RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3070, Windows 11, Dark Side of The Moon",,4 ratings,3.3 out of 5 stars,,Alienware,M15 R5,15.6 Inches,Black,1 TB,Core I7 11800H,32 GB,Windows 10,Dedicated,Intel Iris Xe Graphics
"EXCaliberPC 2022 MSI Raider GE66 12UGS-238 (i7-12700H, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 15.6"" QHD 240Hz, Windows 11) Gaming Laptop","$1,899.00",2 ratings,5.0 out of 5 stars,,EXCaliberPC,Raider GE66 12UGS,15.6 Inches,32GB RAM,1 TB,Core i7,32 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3070 Ti
